,day,month,year,post_category,comp_category,target_audience,min_team_size,max_team_size,registration_fee,number_category,cat_invalid,cat_religious_competition,cat_web_development,cat_ui/ux_competition,cat_non-it_competition,cat_competitive_programming,cat_cybersecurity/network,cat_science_olympiad,cat_game_development,cat_ai,cat_hackathon,cat_mobile_development,cat_robotic/iot,cat_data_science,cat_business_plan,cat_data_analyst,cat_smart_city,cat_python,cat_product_competition,aud_umum,aud_mahasiswa,aud_sma,aud_sd,aud_smp,aud_invalid,aud_tk,min_registration_fee,max_registration_fee,fee_type
282,28,6,2025,COMPETITION,"['Game Development', 'Competitive Programming', 'Hackathon', 'UI/UX Competition', 'Science Olympiad', 'Non-IT Competition']","['SMP', 'Umum', 'SD', 'SMA', 'Mahasiswa']",1,1,"[80000, 115000, 65000, 125000, 105000, 85000, 50000, 110000, 70000, 90000, 135000, 75000]",6,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,50000,135000,Paid
283,28,6,2025,COMPETITION,"['Non-IT Competition', 'Cybersecurity/Network', 'Religious Competition']","['Mahasiswa', 'Umum']",1,1,[0],3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
284,24,6,2025,COMPETITION,"['Hackathon', 'Web Development', 'Non-IT Competition']",['Umum'],1,1,[-1],3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
285,22,6,2025,COMPETITION,"['Non-IT Competition', 'Game Development']","['Mahasiswa', 'SMA']",1,1,[-1],2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,Not listed
286,22,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Science Olympiad']",['SMP'],1,1,[0],3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Free
287,21,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Science Olympiad', 'Non-IT Competition']",['Umum'],1,1,[60000],4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60000,60000,Paid
288,21,6,2025,COMPETITION,"['Non-IT Competition', 'Robotic/IoT']",['SMA'],1,1,[50000],2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,50000,50000,Paid
289,21,6,2025,COMPETITION,"['Game Development', 'Data Analyst', 'Competitive Programming', 'AI', 'Cybersecurity/Network', 'Business Plan']",['Umum'],1,1,[-1],6,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
290,21,6,2025,COMPETITION,"['Competitive Programming', 'Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[0],4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
291,16,6,2025,COMPETITION,"['Religious Competition', 'Web Development', 'Cybersecurity/Network', 'Non-IT Competition']",['SMA'],1,1,[50000],4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50000,50000,Paid
292,16,6,2025,COMPETITION,"['Robotic/IoT', 'UI/UX Competition', 'Science Olympiad', 'Non-IT Competition', 'Cybersecurity/Network']",['Umum'],1,1,"[75000, 150000, 70000]",5,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,70000,150000,Paid
293,16,6,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad', 'Religious Competition']",['Umum'],1,1,[0],4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
294,16,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']","['Mahasiswa', 'Umum']",1,1,[50000],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50000,50000,Paid
295,15,6,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'SMA']",-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
296,15,6,2025,COMPETITION,"['Web Development', 'Cybersecurity/Network', 'Non-IT Competition']",['Umum'],1,1,[-1],3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
297,15,6,2025,COMPETITION,"['Non-IT Competition', 'Game Development']",['Umum'],1,1,[0],2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
298,15,6,2025,COMPETITION,"['Hackathon', 'Non-IT Competition', 'UI/UX Competition']","['Mahasiswa', 'Umum']",1,1,[0],3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
299,15,6,2025,COMPETITION,"['Hackathon', 'Non-IT Competition']",['Umum'],-1,-1,[0],2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
300,15,6,2025,COMPETITION,"['Cybersecurity/Network', 'Robotic/IoT']",['Umum'],1,1,"[160000, 110000, 600000]",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,110000,600000,Paid
301,13,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Science Olympiad', 'Non-IT Competition']","['Mahasiswa', 'SMA']",1,1,"[60000, 80000, 85000, 30000, 55000, 35000]",4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30000,85000,Paid
302,12,6,2025,COMPETITION,"['Non-IT Competition', 'Invalid', 'Science Olympiad']",['SMA'],1,1,[0],3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
303,10,6,2025,COMPETITION,['Non-IT Competition'],['Umum'],-1,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
304,9,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Science Olympiad', 'Non-IT Competition']","['Mahasiswa', 'SMA']",1,1,"[40000, 50000]",4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40000,50000,Paid
305,9,6,2025,COMPETITION,['Robotic/IoT'],['Umum'],-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
306,8,6,2025,COMPETITION,['Non-IT Competition'],['Umum'],1,1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
307,7,6,2025,COMPETITION,['Cybersecurity/Network'],['Umum'],1,1,[-1],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
308,7,6,2025,WEBINAR,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
309,7,6,2025,COMPETITION,"['AI', 'Invalid', 'Business Plan', 'Science Olympiad']",['Mahasiswa'],3,3,[-1],4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,Not listed
310,7,6,2025,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
311,7,6,2025,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
312,7,6,2025,COMPETITION,['Non-IT Competition'],"['Mahasiswa', 'Umum']",1,1,"[15000, 30000, 20000, 25000]",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15000,30000,Paid
313,6,6,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad']","['Mahasiswa', 'SMA']",1,1,[0],3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
314,6,6,2025,COMPETITION,['Hackathon'],['Umum'],-1,-1,[-1],1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
315,4,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Mahasiswa'],1,2,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
316,3,6,2025,COMPETITION,"['Web Development', 'Non-IT Competition']","['Mahasiswa', 'Umum']",1,1,[-1],2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,Not listed
317,3,6,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad', 'Religious Competition']","['Mahasiswa', 'SMA']",1,1,[50000],4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50000,50000,Paid
318,3,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
319,3,6,2025,COMPETITION,"['Web Development', 'Cybersecurity/Network', 'Non-IT Competition']",['Umum'],1,1,[-1],3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
320,1,6,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[50000],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50000,50000,Paid
321,1,6,2025,COMPETITION,"['AI', 'Data Science']","['Mahasiswa', 'SMA']",1,1,[0],2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
322,29,5,2025,COMPETITION,"['Non-IT Competition', 'Game Development']",['Umum'],1,5,[-1],2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
323,27,5,2025,COMPETITION,['Robotic/IoT'],['SMA'],1,3,"[150000, 175000]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,150000,175000,Paid
324,27,5,2025,COMPETITION,"['Invalid', 'Data Science']",['Mahasiswa'],1,1,[0],2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
325,27,5,2025,COMPETITION,['Non-IT Competition'],['Umum'],1,1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
326,23,5,2025,COMPETITION,"['Non-IT Competition', 'Mobile Development']",['Umum'],1,1,[-1],2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
327,23,5,2025,COMPETITION,['Non-IT Competition'],['Mahasiswa'],40,-1,[0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
328,23,5,2025,COMPETITION,"['Hackathon', 'Non-IT Competition', 'Invalid']",['Umum'],-1,-1,[0],3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
329,22,5,2025,COMPETITION,"['Non-IT Competition', 'Science Olympiad']",['Umum'],1,1,[0],2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
330,22,5,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'Umum']",1,1,"[50000, 100000]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50000,100000,Paid
331,21,5,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'Umum', 'SMA']",1,1,[-1],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,Not listed
332,21,5,2025,COMPETITION,"['Hackathon', 'UI/UX Competition', 'AI']",['SMA'],1,1,[-1],3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,Not listed
333,21,5,2025,COMPETITION,"['Non-IT Competition', 'Game Development']","['Umum', 'Mahasiswa']",-1,-1,[0],2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
334,21,5,2025,COMPETITION,['Invalid'],['Mahasiswa'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
335,20,5,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition', 'Religious Competition']","['Umum', 'SMA']",1,1,[0],4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Free
336,20,5,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad']",['Mahasiswa'],1,1,[50000],3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50000,50000,Paid
337,20,5,2025,COMPETITION,"['AI', 'Non-IT Competition', 'Religious Competition']","['Mahasiswa', 'Umum']",1,1,[0],3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
338,19,5,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad', 'Religious Competition']","['Mahasiswa', 'SMA']",1,1,[-1],4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,Not listed
339,19,5,2025,COMPETITION,"['Non-IT Competition', 'Robotic/IoT']",['SMA'],1,1,[0],2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
340,19,5,2025,COMPETITION,"['Non-IT Competition', 'Cybersecurity/Network']",['Umum'],1,3,[0],2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
341,19,5,2025,COMPETITION,['AI'],"['Mahasiswa', 'Umum']",1,1,[0],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
342,19,5,2025,COMPETITION,"['Hackathon', 'Non-IT Competition', 'Robotic/IoT', 'Science Olympiad']","['Mahasiswa', 'Umum', 'SMA']",1,1,[0],4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Free
343,19,5,2025,COMPETITION,"['Data Science', 'Science Olympiad']",['Umum'],1,3,[50000],2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,50000,50000,Paid
344,17,5,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[0],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
345,15,5,2025,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Science Olympiad']","['SMP', 'SD']",1,1,[0],3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Free
346,15,5,2025,COMPETITION,['Robotic/IoT'],"['SMP', 'SD', 'Umum', 'SMA']",1,1,[-1],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,-1,-1,Not listed
347,14,5,2025,COMPETITION,"['Non-IT Competition', 'Mobile Development', 'Data Analyst']",['Umum'],1,1,[0],3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Free
348,11,5,2025,COMPETITION,['Science Olympiad'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
349,10,5,2025,COMPETITION,"['Science Olympiad', 'Non-IT Competition', 'Robotic/IoT']","['SMP', 'SD']",1,1,[200000],3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,200000,200000,Paid
350,10,5,2025,COMPETITION,['Data Science'],['SMA'],1,1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
351,10,5,2025,COMPETITION,"['Science Olympiad', 'Non-IT Competition', 'Robotic/IoT']",['SMA'],1,1,[0],3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
352,10,5,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Science Olympiad', 'Non-IT Competition']",['Umum'],1,1,[0],4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
353,8,5,2025,COMPETITION,['Business Plan'],['SMA'],1,1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
354,8,5,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad']","['Mahasiswa', 'SMA']",1,1,[0],3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Free
355,6,5,2025,COMPETITION,"['Hackathon', 'Non-IT Competition', 'Science Olympiad', 'Competitive Programming']",['Umum'],1,1,[-1],4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
356,6,5,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,1,[-1],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
357,5,5,2025,COMPETITION,"['Non-IT Competition', 'Science Olympiad', 'Religious Competition']","['Mahasiswa', 'Umum']",1,1,[0],3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
358,4,5,2025,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
359,4,5,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Science Olympiad']",['Mahasiswa'],2,3,[100000],3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000,100000,Paid
360,3,5,2025,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Science Olympiad']",['SMA'],1,1,[50005],3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50005,50005,Paid
361,2,5,2025,COMPETITION,"['Web Development', 'UI/UX Competition', 'Non-IT Competition']",['Umum'],1,5,[-1],3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
362,2,5,2025,COMPETITION,"['Non-IT Competition', 'Science Olympiad', 'Religious Competition']",['Umum'],1,1,[0],3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
363,1,5,2025,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
364,1,5,2025,COMPETITION,"['Competitive Programming', 'Non-IT Competition', 'Robotic/IoT']",['SMA'],1,1,[0],3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
365,1,5,2025,COMPETITION,['Data Science'],['Mahasiswa'],1,1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
366,30,4,2025,OTHER,['Invalid'],['Umum'],-1,-1,[0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
367,29,4,2025,COMPETITION,"['Competitive Programming', 'Web Development', 'UI/UX Competition', 'Business Plan']","['Mahasiswa', 'Umum', 'SMA']",1,1,"[55000, 0]",4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,55000,Paid
368,29,4,2025,COMPETITION,"['Non-IT Competition', 'Robotic/IoT']",['SMA'],1,3,"[150000, 175000]",2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,150000,175000,Paid
369,29,4,2025,COMPETITION,"['Web Development', 'Data Science', 'Smart City', 'Non-IT Competition']",['Umum'],1,1,[0],4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Free
370,29,4,2025,COMPETITION,"['Non-IT Competition', 'Robotic/IoT']",['SMA'],-1,-1,[0],2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
371,25,4,2025,COMPETITION,['Science Olympiad'],['Mahasiswa'],-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Free
372,25,4,2025,COMPETITION,['Science Olympiad'],['Umum'],-1,-1,"[40000, 25000]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25000,40000,Paid
373,25,4,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'SMA']",1,2,[35000],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35000,35000,Paid
374,25,4,2025,COMPETITION,"['UI/UX Competition', 'Data Analyst', 'Business Plan']","['Mahasiswa', 'SMA']",-1,-1,[0],3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Free
375,24,4,2025,COMPETITION,['Robotic/IoT'],"['Mahasiswa', 'Umum', 'SMA']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Free
376,23,4,2025,COMPETITION,['UI/UX Competition'],['Mahasiswa'],2,3,[150100],1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150100,150100,Paid
377,22,4,2025,COMPETITION,['Science Olympiad'],['SMA'],1,1,[500000],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500000,500000,Paid
378,22,4,2025,COMPETITION,['Non-IT Competition'],['Mahasiswa'],-1,-1,[30000],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000,30000,Paid
379,22,4,2025,COMPETITION,['Science Olympiad'],['Umum'],1,3,"[150000, 50000, 90000, 120000]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50000,150000,Paid
380,22,4,2025,COMPETITION,"['Non-IT Competition', 'Business Plan']","['Mahasiswa', 'Umum']",-1,-1,[0],2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
381,22,4,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
382,18,4,2025,COMPETITION,['Science Olympiad'],['Umum'],1,5,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
383,12,4,2025,COMPETITION,['Web Development'],['Umum'],-1,-1,[0],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Free
384,12,4,2025,COMPETITION,['Competitive Programming'],['SMA'],1,1,[0],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Free
385,10,4,2025,COMPETITION,['UI/UX Competition'],['Umum'],-1,-1,[500000],1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500000,500000,Paid
386,10,4,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'Umum', 'SMA']",1,5,[35000],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,35000,35000,Paid
387,9,4,2025,WEBINAR,['Invalid'],['Umum'],-1,-1,[25000],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25000,25000,Paid
388,6,4,2025,OTHER,['Invalid'],['Umum'],-1,-1,[-1],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
389,6,4,2025,COMPETITION,['Robotic/IoT'],"['Mahasiswa', 'Umum', 'SMA']",-1,-1,[0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Free
390,6,4,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition']",['Umum'],-1,-1,[50000],2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50000,50000,Paid
391,3,4,2025,COMPETITION,"['Non-IT Competition', 'UI/UX Competition', 'Game Development']",['SMA'],2,3,[100000],3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000,100000,Paid
392,3,4,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'Umum']",-1,-1,[0],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Free
393,3,4,2025,COMPETITION,['Science Olympiad'],"['Mahasiswa', 'Umum', 'SMA']",-1,-1,[-1],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,Not listed
394,3,4,2025,OTHER,['Invalid'],['Umum'],-1,-1,[-1],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,Not listed
395,30,3,2025,COMPETITION,"['Web Development', 'Business Plan']","['Mahasiswa', 'SMA']",-1,-1,[50000],2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,50000,50000,Paid
